,Cough,Fever,Abdominal_pain,skin_rash,Lactic_acisdosis,Lipodystrophy,Anemia,Anorexia,Diarrhea,Leg_pain,Night_Sweats,Other,Peripheral_neuropathy,Vomiting,Weight_loss,Age,Last Drug,Tot Prev Month Symptoms
Night sweats,0.124640666077,0.00815961615713,0.0,0.000145175805572,5.07565219527e-05,0.000355761400461,0.0,0.0,0.00111121617078,0.00419234951989,0.304237343711,0.0872606658884,0.0685110410721,0.0,0.00467843198821,0.148998653876,0.038345566367,0.00931275544439
Peripheral neuropathy,0.0407761528381,0.0224735166412,0.0520814164059,0.0472564380453,0.023068571072,0.0338550632829,0.000327162514442,0.052110981944,0.0075135521123,0.0899639673172,0.0114396582147,0.046995436014,0.228810271308,0.00652068119167,0.0280655334147,0.18349497323,0.0640938309938,0.0611527934601
Vomiting,0.016544485043,0.0379042738835,0.0366241859312,0.0141328307467,0.00275034459994,0.00487877915246,0.0154223644258,0.00585095044817,0.0705508971901,0.00978426003051,0.0350565921558,0.0690298048542,0.0158772264428,0.38659496486,0.000873201602183,0.148800207955,0.0466691534645,0.0826554772139
Weight loss / Failure to thrive / malnutrition,0.196813619888,0.0257261933061,0.00500835655817,0.00803048114979,0.00255088158612,0.0112586443202,0.00077986371321,0.00827668482344,0.000951638253071,0.00718975735792,0.00714768956278,0.02524503381,0.00663709366322,0.000894416174107,0.24134527003,0.230007337911,0.0797508844872,0.142386153406
Other symptom,0.083051570024,0.0430105822026,0.0493442714913,0.041544387908,0.0333814457559,0.0390939035691,0.00336288207278,0.0358428048522,0.0171500051506,0.0381980600521,0.011945519839,0.234898330135,0.0280540489244,0.00821879145914,0.0185225286962,0.172769481085,0.0548066703682,0.0868047164137
No symptoms,0.0536220547556,0.0554443975637,0.0459358690907,0.042545422351,0.0380549392775,0.0432476978146,0.00191000216972,0.0252706505082,0.00558851661328,0.0245378691944,0.00935209372434,0.0256925924962,0.0165433998691,0.00246408992866,0.0163124168161,0.193014771146,0.0844688684755,0.315994348206

RandomUnderSampler_0.6_symptoms.csv
Cough,0.136739931934,0.124815010571,0.00664451827243,0.0,0.0,0.0,0.0348837209302,0.026990814064,0.0,0.0,0.057127755965,0.0,0.0838379643612,0.00436046511628,0.0850309574147,0.326487466022,0.105681818182,0.00739957716702
Fever,0.193433243742,0.232783560267,0.146050659945,0.041012772557,0.0488636363636,0.0,0.0,0.0260861823362,0.0261627906977,0.0227285018929,0.0,0.0421668729438,0.0201345747276,0.0137195121951,0.0,0.158833821285,0.0280238710471,0.0
Abdominal pain,0.0373498357668,0.0,0.132654614069,0.0,0.0,0.0546450854874,0.0136363636364,0.00830366208823,0.0144462563812,0.0,0.00731707317073,0.00628752982695,0.0197985299158,0.245174114739,0.0,0.23733417745,0.223052757468,0.0
Skin rash,0.0238095238095,0.184802552099,0.053228021978,0.202770935961,0.0926476140139,0.0620421245421,0.0,0.203296703297,0.0238095238095,0.0305816135084,0.0,0.0175824175824,0.0,0.0,0.0,0.102452778924,0.00297619047619,0.0
Lipodystrophy,0.0309788920871,0.0,0.0302724059123,0.132996188713,0.0,0.210897612012,0.00457317073171,0.0566860465116,0.0,0.00096843615495,0.0,0.0,0.0,0.0,0.0,0.234949257587,0.0672752491073,0.130402741183
Anemia,0.0,0.0,0.0941269096757,0.0,0.0,0.0114991500666,0.359317299838,0.00274390243902,0.0,0.0,0.0261627906977,0.0240143040528,0.0,0.00261324041812,0.0039067952674,0.307819715586,0.167795891959,0.0
Anorexia,0.120999773909,0.00268398268398,0.118903597783,0.0178571428571,0.000336021505376,0.0236242809118,0.0,0.192318581835,0.0,0.0142587522814,0.0122228381375,0.0533767553585,0.00421329822251,0.000929752066116,0.0650397989108,0.23185777637,0.0674738928763,0.0739037542917
Diarrhea,0.0391081244337,0.0154607297464,0.0488636363636,0.0348837209302,0.0267857142857,0.0967041679251,0.0806818181818,0.0178571428571,0.254215059935,0.0201315789474,0.0,0.0510174418605,0.000406254513939,0.0463540210632,0.0,0.152719014435,0.114811574522,0.0
Leg pain / numbness,0.0279069767442,0.0238678090575,0.0681818181818,0.0332360306019,0.0279069767442,0.0,0.0,0.0,0.0,0.211304198496,0.0,0.0,0.226744251925,0.0,0.0,0.252131700154,0.00372023809524,0.025
Night sweats,0.102871632177,0.00372093023256,0.17292073361,0.0,0.0599472347078,0.0,0.00261627906977,0.0314966155595,0.0,0.0,0.190861899728,0.0,0.00775745521309,0.0,0.0,0.26775707863,0.160050141072,0.0
Peripheral neuropathy,0.0613427801637,0.0238095238095,0.00735942176217,0.00204081632653,0.0,0.0805868964922,0.0,0.0726480836237,0.0,0.0538911746149,0.0136054421769,0.0,0.283101972447,0.0348837209302,0.0307369743133,0.193737461725,0.0863670065188,0.055888725096
Vomiting,0.0212585034014,0.0433006945342,0.0273106357928,0.0,0.005078125,0.0,0.0,0.0365853658537,0.0,0.0,0.0,0.046790158371,0.04986277956,0.60235269866,0.0137867647059,0.0165047814504,0.127160621334,0.010008871337
Weight loss / Failure to thrive / malnutrition,0.0330914870014,0.0767045454545,0.028963115373,0.0,0.00181818181818,0.0,0.0698863636364,0.00069573283859,0.0,0.0,0.0535714285714,0.0,0.00247933884298,0.0018262987013,0.348677708176,0.361001924898,0.0203541226216,0.000929752066116
Other symptom,0.0938124152847,0.16019149951,0.0272123225612,0.0920454545455,0.0,0.00898415008637,0.0084375,0.0,0.0,0.00568609022556,0.0,0.0980128783582,0.0144404069767,0.0,0.0,0.201696531756,0.0678492571896,0.121631493506
No symptoms,0.0477426490296,0.0153846153846,0.0652823560425,0.0208938120703,0.0525169190566,0.0926175958188,0.0,0.0176523874992,0.0,0.0876623376623,0.0,0.0,0.0,0.01875,0.015,0.229887421557,0.194332366345,0.142277539534

NearMiss_0.025_symptoms.csv
Cough,0.194813336507,0.0242766048721,0.0285303701602,0.0637008841872,0.00193115120925,0.078031203282,0.000814028749809,0.00284102234932,0.00787821747725,0.0230005506842,0.0671377807254,0.0707268119582,0.0269649762392,0.00688863189216,0.0336249537968,0.207203860827,0.0571735323299,0.104462082753
Fever,0.101028778577,0.132476189419,0.034150992403,0.039760013121,0.0654341405114,0.0427126638262,0.00588505098603,0.0377419372936,0.0130544500766,0.0451555469806,0.0471640635578,0.0481311228373,0.0238067856599,0.0115749944194,0.0516418931905,0.153492833407,0.0802732094972,0.0665153342357
Abdominal pain,0.0984839900372,0.0405880522859,0.161332828698,0.0259247981967,0.0930147893687,0.0494215436557,0.00380617113207,0.0631349168044,0.0310355684375,0.0175959079251,0.0188635914287,0.050127986789,0.032146315959,0.00773335381165,0.00676694301224,0.145611704386,0.0862969985949,0.0681145394768
Skin rash,0.0217883116471,0.0365249734916,0.0546989367289,0.310388298129,0.228269041585,0.0559345354092,0.000818979837014,0.0258810678353,0.00376620971994,0.0189816617826,0.00357908785479,0.0222770231666,0.0132823036255,0.00440589379679,0.00502545976055,0.0724885883768,0.091800195213,0.030089432041
Lipodystrophy,0.0359290337864,0.0763796947052,0.0333394634228,0.188003249012,0.0873880984054,0.240616586741,0.0016637956638,0.0243316142921,0.00800936382733,0.0388356748457,0.000333222981019,0.0414580188732,0.0221823395567,2.82341082341e-05,0.00023203896062,0.100102422567,0.0755833105682,0.0255838376833
Anemia,0.0037873682236,0.0818173902317,0.00311152659761,0.00641692191773,0.0,0.000739337043318,0.502213984374,0.0019986409776,0.00460930134301,0.00242385109529,0.000339828278024,0.0242874752161,0.00498646853139,0.0262568813392,0.0107753634724,0.180377417046,0.0619712366219,0.0838870076904
Anorexia,0.0828177912127,0.0355293642517,0.148983956069,0.0461908484472,0.0467240071489,0.0300267852271,0.0,0.245245333942,0.0,0.0569352375376,0.0363120129492,0.0276804347198,0.0581980088568,0.0,0.00232222549827,0.105384312473,0.0447471970215,0.0329024846454
Diarrhea,0.0621378312739,0.0237488635928,0.0359575869381,0.0260890858765,0.0151957120651,0.015046907003,0.00475491090105,0.00654089723849,0.398637654176,0.0469701529391,0.00168355398842,0.0445426058861,0.0286461390325,0.0158709124677,0.00855199738949,0.15747087967,0.0655178222121,0.0426364873494
Leg pain / numbness,0.0471975171278,0.0391722038509,0.0404503454317,0.0260333142811,0.0183949407266,0.0431106399834,0.00984337613814,0.031919389088,0.0209021500113,0.31654322798,0.00674817642125,0.0781934661043,0.0554485764218,0.00259056363588,0.0183629689159,0.132035109955,0.0769542595537,0.0360997743731
Night sweats,0.124054209517,0.16358103005,0.0425785653308,0.000165713877796,0.0,0.0,0.0,3.29501388763e-05,0.0,0.000336005498614,0.402416280617,0.00239590117318,0.00145380311402,0.00264723884894,0.011268982307,0.182882574372,0.0585494971119,0.00763724804365
Peripheral neuropathy,0.0668661988081,0.0201964339328,0.0191929778779,0.0209954206255,0.0188824115525,0.019201304559,0.00148982198908,0.0110731329943,0.00603118878855,0.0903537468118,0.00575294272571,0.0473464806324,0.372924953892,0.0102519608198,0.0227389471451,0.160939024978,0.060187693647,0.0455753582208
Vomiting,0.063052022453,0.0352605150192,0.0536378493133,0.0466953532846,0.001379623302,0.00077842033895,0.000262043567693,0.00374318071386,0.0518561268453,0.0144929301704,0.00678303681338,0.0553817493203,0.0145505433488,0.402507627455,0.0131959000618,0.130344026493,0.0592584820963,0.0468205694025
Weight loss / Failure to thrive / malnutrition,0.155108199188,0.106986219831,0.00985142102582,0.0130838352495,0.000795410271377,0.0166469060338,0.00197701856836,0.00132208210101,0.00783152989009,0.0180105598782,0.00770897397006,0.0574016963582,0.0254539458592,7.96708543913e-06,0.313282233209,0.15181049651,0.0592732358489,0.0534482691215
Other symptom,0.0598367539545,0.0472520367192,0.0388182245386,0.0342162012034,0.0202871341637,0.0292014679162,0.00184898299323,0.02368316074,0.0228660106067,0.0431342417515,0.00650780517049,0.34530120434,0.0271618662141,0.0141227520314,0.0207564995072,0.119805566736,0.113570322701,0.0316297687136
No symptoms,0.0455824392882,0.0493381137734,0.0338143830407,0.0403605952776,0.0162318752894,0.0210443532085,0.000902384328664,0.00704390573561,0.012337290864,0.0169775088447,0.016117347845,0.0241183980872,0.0138195548405,0.00654497124475,0.032263386337,0.319526334685,0.110900857164,0.233076300146

CondensedNearestNeighbour0.3_symptoms.csv
Cough,0.196435996528,0.0779851023763,0.0299911791107,0.0341503402761,0.016744220658,0.0353063736541,0.00298508027985,0.0270190699857,0.0,0.0503390106626,0.00610044819939,0.0852736970367,0.0217617309852,0.0117731743914,0.0328041324475,0.192876861417,0.109511100191,0.0689424818001
Fever,0.110891952128,0.169111164083,0.0184147449611,0.0824537652253,0.0331469090487,0.0513967940268,0.000100373363339,0.0509779546591,0.00366479925303,0.00928561770808,0.10794250256,0.0266332284194,0.0685471665014,0.0074434427847,0.0505158552119,0.120099484809,0.0602945895439,0.029079655714
Abdominal pain,0.105676502938,0.0907311298331,0.358839455291,0.0325875139561,0.0166315313482,0.0319314705985,0.0109348943134,0.00146560653742,0.0142478627953,0.0153663310962,0.0234078890958,0.0732021640819,0.00479075077285,0.0244063102712,0.000108209443859,0.153421151676,0.0244054404357,0.0178457855156
Skin rash,0.0363937392637,0.0745580665882,0.0616538376254,0.232329931185,0.111671238611,0.0325445727555,0.0,0.052128825747,0.0,0.0260524579281,0.00449695667741,0.0250365163849,0.0105797453477,0.0,0.0110125979804,0.163936915338,0.0871697904003,0.0704348081671
Lipodystrophy,0.084094251657,0.0883815352257,0.0297884230103,0.0886990744056,0.164239834986,0.165830726991,0.0,0.00783476490175,0.0,0.00236828550405,0.0,0.0136338573541,0.00523169573395,0.0,0.0,0.160929289008,0.0488238169757,0.0401444442472
Anemia,0.00786665732192,0.0,0.00552359271523,0.00177373581011,0.0,0.000365384615385,0.56722292857,0.0,0.0,0.0,0.0590677267737,0.000566105769231,0.00532805429864,0.0,0.0,0.0730360544368,0.115692627339,0.0635571323496
Anorexia,0.0845705708847,0.0124603174603,0.0289395126782,0.0307843137255,0.141694613609,0.16543166087,0.0,0.0836512936645,0.00520787262273,0.0745631739922,0.0,0.0820962798893,0.0114846677968,0.0,0.0,0.100279194257,0.0450730876891,0.0337634408602
Diarrhea,0.04530870272,0.033528641234,0.0405661911912,0.0448297325788,0.0542498630186,0.0212428337428,0.0,0.0813645599842,0.451966362085,0.0,0.000564611154753,0.0654763298218,0.0112588646453,0.0,0.0,0.129235490405,0.000964471258025,0.0194433461609
Leg pain / numbness,0.0533440252507,0.0901091024822,0.0839725849638,0.0236619950996,0.100183808346,0.0511292472799,0.0,0.075033052686,0.0,0.232811349454,0.0399957530629,0.032493088274,0.0271874778868,0.00246836937609,0.0038866403819,0.113901423845,0.0406904114175,0.0291316701938
Night sweats,0.0116690938255,0.214993062295,0.048315101255,0.00667217417781,0.00188276156128,0.00849145017822,0.0,0.0,0.00880199025894,0.00236303431668,0.403262449986,0.0110005247859,0.0325106623019,0.00225000123508,0.0530304166808,0.0819702286446,0.034890109067,0.0778969394305
Peripheral neuropathy,0.0395932690809,0.0309991811831,0.0111892419788,0.033497201217,0.00775860364901,0.0268087677307,0.0060153256705,0.0171642017674,0.0,0.0194982703559,0.019128858731,0.0264028433253,0.389258048619,0.0140596133212,0.0203168633804,0.184569701417,0.119533793515,0.0342062150585
Vomiting,0.0279832071375,0.0403846876251,0.0451459610329,0.0253925478938,0.00609356132672,0.0142094906545,0.000392892892893,0.0,0.00194123926883,0.0188685012302,0.0,0.0863501263312,0.0193194216196,0.491035915087,0.00861722690867,0.145022949509,0.057452830459,0.0117894410228
Weight loss / Failure to thrive / malnutrition,0.0381051695498,0.0601541439715,0.00143772893773,0.0120428316272,0.0,0.00772164265763,0.0,0.0,0.0,0.000310585884663,0.0576141135837,0.0133919074319,0.0039198033058,0.000114524976657,0.497221680737,0.24068775134,0.0268992750542,0.0403788409422
Other symptom,0.0622550062413,0.054616563574,0.0573517523892,0.0539365495389,0.0159588936901,0.0213784251123,0.00720957620019,0.0320726235496,0.015658885983,0.0601651002761,0.00294804604048,0.189543666281,0.0240101575898,0.0171237215139,0.0361990014144,0.245385141668,0.0660314284208,0.0381554605173
No symptoms,0.0642920904067,0.0483795894061,0.0368869656171,0.0307551221301,0.040324816166,0.0270880395765,0.0230386935628,0.019118185389,0.029252521106,0.0168853589655,0.0197215516504,0.0730776692401,0.032503875579,0.00534896809328,0.0149917560966,0.267678931187,0.0875708849858,0.163084980843

TomekLinks_0.3_symptoms.csv
Cough,0.196906799889,0.0428665054768,0.0405732223291,0.0926384666477,0.0526927778762,0.0391856865254,0.00327168474368,0.0292800290094,0.00672833429178,0.0165235168759,0.0208397366681,0.0373664183778,0.0159111236216,0.00151692096548,0.0303200674431,0.192443433724,0.0558800722526,0.125055203283
Fever,0.0925751347281,0.241801249031,0.0290408776927,0.0466517501884,0.0224386477631,0.0230940925919,0.00232593873037,0.0244512450051,0.00855178855912,0.0335003227165,0.043026156113,0.0468367881966,0.025635879956,0.0208955942677,0.0300911340997,0.179309434347,0.061044135376,0.068729830638
Abdominal pain,0.0515442679164,0.0411159319812,0.341083760981,0.0403014372064,0.0189984789577,0.0289415361252,0.00546700475049,0.0185243787906,0.0210194234288,0.0315460621923,0.00578985043048,0.0477436319739,0.0399009194766,0.0122917290695,0.0135600081234,0.178911440177,0.0477599268309,0.0555002115879
Skin rash,0.179117612348,0.0302829487163,0.0960391192646,0.0549421592064,0.0616277243375,0.0942842712584,0.00155960046073,0.063630282307,0.00430592102399,0.0238130234938,0.00441683209288,0.0228830074196,0.01378276961,0.00148622831754,0.00894863462993,0.0983796037793,0.0575788908759,0.182921370858
Lipodystrophy,0.0506598365772,0.00980982108903,0.00590073467977,0.122726325528,0.027054868099,0.337651642171,0.0,0.0288349206244,0.00112481510708,0.0197329418896,0.0,0.0487105995521,0.0284885220815,0.0,0.00356202107452,0.176290420687,0.079424695273,0.0600278355668
Anemia,0.0373770156657,0.0211213685201,0.00684750419266,0.000288564012659,0.00654561648457,0.0220036211806,0.432771384203,0.0100128662149,0.0386826720193,0.00200104823322,0.0149531351729,0.0560410491583,0.029899180637,0.00404549271048,0.0152446452924,0.177791944953,0.0450038394945,0.0793690518541
Anorexia,0.0684491545498,0.016340170103,0.0322831755974,0.0726198991018,0.0258479357791,0.0290432821365,0.0,0.408112238692,0.00201061462143,0.0054808211227,0.0246796014683,0.0195984887084,0.0463965329549,0.0416107852495,0.00943778392288,0.130110217118,0.0500643826752,0.0179149161998
Diarrhea,0.0503034251571,0.0365985784234,0.0501788140209,0.0418438642408,0.00608664208787,0.00273342326907,0.0217108521556,0.0138234030219,0.341004633799,0.0309561454122,0.0118220810718,0.0482265705118,0.0269821862226,0.0198062375362,0.0152557522142,0.166802341875,0.0472398616315,0.0686251873488
Leg pain / numbness,0.0645062340499,0.0724481128705,0.0317973549486,0.0622567420574,0.0381734036901,0.0267022813421,0.00295183377945,0.0177324965792,0.00638459785008,0.225963736503,0.00667953217422,0.0609677500539,0.0586242904505,0.00479549167082,0.0222161963261,0.169307663093,0.0666345756263,0.0618577069348
Night sweats,0.064606054634,0.12836020073,0.0979324015543,0.00182198592372,0.000231043221788,1.8206867953e-05,0.0,0.000165905501371,0.0,0.00343009790844,0.334039219867,0.0299702096618,0.000660640788655,0.0,0.0122113768789,0.174369742467,0.0536077782669,0.0985751357282
Peripheral neuropathy,0.0269670709622,0.0206268208767,0.0269817468572,0.0716298847342,0.0111770174622,0.0520615533925,0.00639984805122,0.0382376071865,0.00697781142767,0.0771023197924,0.0151159699971,0.0965496528466,0.188099358169,0.000455475016623,0.0180502668755,0.171341460482,0.0718404334245,0.100385702446
Vomiting,0.0430749311833,0.0268242670897,0.0257889448984,0.0183374808588,0.000267091508196,0.0285752513271,0.00217944226991,0.0385226153601,0.00944471164683,0.0434908711108,0.0145897060345,0.0304289892493,0.0341309987943,0.277891950482,0.0149352578959,0.170317477049,0.139623536559,0.081576476683
Weight loss / Failure to thrive / malnutrition,0.11663803927,0.0855251958359,0.0077099713952,0.00971062603662,0.000829090605528,0.0105893139697,0.00263674602437,0.00134664155482,0.000135750253218,0.00854008431836,0.0309141499918,0.00548210682917,0.00629243402642,0.00145053101711,0.233289406172,0.26646668743,0.0915224069511,0.120920818319
Other symptom,0.092402395606,0.0473326809227,0.0452479005304,0.0532580116082,0.0212007369721,0.0195665255929,0.00244587033033,0.0163324309055,0.0151228105598,0.0406327787987,0.0103075494757,0.273760183988,0.0231096450527,0.010716316985,0.0148317446584,0.14845971662,0.0540649110948,0.111207790299
No symptoms,0.0677780327528,0.0540222538334,0.0659050019917,0.0320933970342,0.0263346195887,0.0314290184848,0.00266983921634,0.0299475303555,0.00496588349577,0.0221400330966,0.00935703499369,0.0248534095769,0.0166490178603,0.00283192615209,0.0142303336974,0.180187746839,0.08615686693,0.3284480541

NM_ADJ_Over_symptoms.csv
Cough,0.19866280232,0.043678612631,0.049039613192,0.0273439665393,0.00349272304219,0.0267006310298,0.0210508243206,0.00338720996164,0.0164990161007,0.0293234550984,0.029270553564,0.0753187743582,0.0333361275122,0.0175209922141,0.034044334716,0.235026519167,0.0689878959381,0.0873159482942
Fever,0.126886384161,0.195659436818,0.0415951575159,0.0349512338469,0.0406597109797,0.026016127651,0.0146976907937,0.056860629803,0.0162507260068,0.0410179733808,0.051929329928,0.0417332802726,0.0202224461629,0.0317101528912,0.0447985184205,0.122631461784,0.0593732084756,0.033006531108
Abdominal pain,0.0630416469885,0.0670447687637,0.290394914289,0.0390269046812,0.0341123495788,0.0403206705603,0.0184559667436,0.0514928997755,0.035742880176,0.0290090653601,0.0540191108743,0.0503704712659,0.0275210590574,0.0108783840473,0.0115405996886,0.0978061050191,0.0524882258738,0.0267339772568
Skin rash,0.047800238224,0.0574222563615,0.0666285701022,0.128646774586,0.129209844874,0.0941326607556,5.99954876651e-05,0.0399820978562,0.00725995509407,0.0276063603452,0.00506812217576,0.0355185377617,0.0203745060511,0.00590341381937,0.00737837904415,0.0969578934882,0.209054579033,0.0209958149405
Lipodystrophy,0.0661088259598,0.0258868158559,0.099285544396,0.0942774574112,0.0335634129369,0.446420009128,0.00236873658578,0.0219062168942,0.00343150701673,0.0254391634141,0.00330421449169,0.0133525558294,0.030599805717,0.00467592142705,0.00605561788218,0.0697882185666,0.0395271666119,0.0140088098756
Anemia,0.0279404053837,0.00483045179341,0.00630708890633,0.00254185033011,0.0,0.0088175087865,0.674945976747,0.00818526892794,0.0171818469788,0.0068148080168,0.0146060576825,0.0101513369732,0.0141701902242,0.0243875303993,0.0083362367972,0.0926121859879,0.0494989481194,0.028672307946
Anorexia,0.0639074148476,0.0577772724728,0.103701763999,0.0599760544076,0.0370763906704,0.104637061046,0.000668435916719,0.361908108969,0.0175882156423,0.00590597117292,0.0131508674246,0.0137544911031,0.032653078656,0.00503259504352,0.0155736050491,0.0638913696701,0.0349375702077,0.00785973370173
Diarrhea,0.0484483866277,0.025398195328,0.0355760814294,0.0197235908337,0.0190819936472,0.0358370352428,0.006078549192,0.0210906251805,0.593244799327,0.0264912067054,0.00244056740174,0.0272134825318,0.00712513967507,0.0163365200677,0.00886563625945,0.063825084148,0.0239508183165,0.0192722880859
Leg pain / numbness,0.0357679917736,0.0433601478718,0.0381060883042,0.0307948018315,0.015386501456,0.0372079461969,0.00431385149577,0.037827098465,0.0390482919261,0.360389429777,0.00677098543187,0.0432098802569,0.0623310261711,0.00523926260154,0.0140679119498,0.134042343354,0.0609768186843,0.0311596224528
Night sweats,0.105074450562,0.196271510036,0.0344535764265,0.00337976957552,0.0,0.0057170889764,0.00369824061202,0.00343769513376,0.00176144842261,0.00291666979319,0.383467169752,0.0140860308938,0.00470097046709,0.00564729744233,0.030906273559,0.0806273139033,0.0726343166951,0.0512201777493
Peripheral neuropathy,0.0201704988615,0.0536898634518,0.0128372246957,0.0212375019717,0.0213340091743,0.0265730808168,0.00213749097143,0.0575737621667,0.0250838213495,0.114755603803,0.00842155105883,0.0588397109307,0.355791988796,0.0311546655691,0.0185176681211,0.10533884541,0.0432100964904,0.0233326163616
Vomiting,0.0233398234263,0.0310399079718,0.0201238238918,0.00857948527375,0.000876946334056,0.0123325700897,0.00202859479409,0.0452201304052,0.0474482922214,0.0146924298991,0.009025296119,0.0235072685709,0.00824390960908,0.67413827712,0.00790027675299,0.032041513727,0.0262989227352,0.0131625310587
Weight loss / Failure to thrive / malnutrition,0.12831705372,0.0878295988783,0.0106018979856,0.000550315445655,0.00243538117926,0.00680353857532,0.0276588758767,0.00322094920167,0.000216677754243,0.0129041866563,0.064900466801,0.0420484851165,0.030948135478,0.0069722913383,0.363665688129,0.135200602388,0.0462671235669,0.0294587319091
Other symptom,0.0587556564792,0.0549945025794,0.0697228196267,0.0324889019898,0.0137083953541,0.0382966599376,0.0101702386868,0.0261502499318,0.0359740682366,0.04555020272,0.0116611383281,0.254224205207,0.0430096828808,0.0340457590287,0.0172019940424,0.143345474275,0.0672275416592,0.0434725090366
No symptoms,0.0727994325337,0.048217866206,0.0167776370992,0.0263188688312,0.00344469898272,0.0160533365116,0.0107220831377,0.0114058565718,0.0198329159232,0.0202946443297,0.0384274381527,0.0399816947622,0.0175703006709,0.00816092891619,0.0400754275472,0.279575303023,0.112683834908,0.217657731893

