,Cough,Fever,Abdominal_pain,skin_rash,Lactic_acisdosis,Lipodystrophy,Anemia,Anorexia,Diarrhea,Leg_pain,Night_Sweats,Other,Peripheral_neuropathy,Vomiting,Weight_loss,Age,Last Drug,Tot Prev Month Symptoms
Night sweats,0.138056346329,0.0416928072141,0.0321443568419,0.00100111234705,0.000105760856041,0.00756986910859,0.00158102766798,0.00413028537697,0.00230330990119,0.000182608695652,0.430949701,0.00123330493408,0.00898007043511,0.00158523197888,0.0496037512497,0.127250784934,0.130579500439,0.0210501706899
Peripheral neuropathy,0.0593625930615,0.0835061175917,0.042328488149,0.00981818181818,0.0220819304153,0.0418518684028,0.023984612632,9.59353395811e-05,0.0167626262626,0.0183546902925,0.0,0.055808800627,0.327265613075,0.0184077920312,0.00732902181178,0.211473521555,0.0551508188753,0.00641738805946
Vomiting,0.01136808866,0.0176272420412,0.00390012426111,0.0,0.0028808170344,0.0040357251958,0.0,0.0117289179979,0.0380401549616,0.0220325567791,0.00216532236237,0.00442158707076,0.00231227481596,0.748576969363,0.00494976294661,0.0424256778093,0.0344415808125,0.0490931978881
Weight loss / Failure to thrive / malnutrition,0.0942021294698,0.0387271393455,0.00485175202156,0.000979268268988,0.0,0.0230772369528,0.0589225028779,9.72478848585e-05,0.00302561795709,0.00134761688393,0.0497514501927,0.0112199848261,0.0,0.000146271442313,0.382817288392,0.212669526749,0.0503735943413,0.0677913723947
Other symptom,0.0557006716768,0.109872417832,0.041858474904,0.0,0.0,0.0160006576798,0.00470763110149,0.0148896667567,0.0196840887984,0.00731085161343,0.0152984799405,0.357001337466,0.00498955806145,0.00762228811559,0.0369230079402,0.181984167797,0.10881873276,0.0173379675568
No symptoms,0.078459961437,0.0304253600165,0.141201231448,0.0221461154409,0.101139150304,0.134203950221,0.000505689001264,0.0130521034069,0.00308641975309,0.012248590695,0.0,0.00555201779693,0.0273652854,0.00417938311688,0.00152508042416,0.0820286311242,0.088727815673,0.254153214741

NearMiss_0.025_symptoms.csv
Cough,0.276250844766,0.0240409222867,0.0491477771769,0.0997960810247,0.0921665849082,0.0556120055257,0.00297183393689,0.0173925759949,0.00534151578571,0.0242311819688,0.0891814858847,0.0746393380364,0.0236814487827,0.00306086565164,0.0329842243793,0.0589905514096,0.0534839950161,0.0170267674649
Fever,0.138329471428,0.22841400193,0.0557623597039,0.0314371110215,0.0257888602431,0.0268211897472,0.000193191729278,0.0207603483616,0.0120236381076,0.0220819702086,0.0377832620978,0.0520905479551,0.0215561026985,0.0172748417513,0.0308793098318,0.164757463138,0.0763099347809,0.0377363952662
Abdominal pain,0.102278816291,0.0756873770774,0.182621011961,0.0427562341254,0.0668076377936,0.0478079817024,0.00267854395448,0.073431708162,0.035334762924,0.0326406618281,0.016544586316,0.0476972946309,0.0286114481184,0.0108747815948,0.0186808389182,0.122344314028,0.052368499991,0.0408335005833
Skin rash,0.0420105078928,0.0626548726743,0.169677217304,0.15112196549,0.17671035569,0.0558926372894,0.000964876928157,0.0857569690635,0.00416665586196,0.02291634901,0.00182995592762,0.0113854111089,0.0117581064204,0.00197982098477,0.00275013405692,0.0903905098782,0.0562057884996,0.0518278659191
Lipodystrophy,0.0240906977922,0.0405212782591,0.070917456112,0.155408127878,0.1368367682,0.199099829397,0.0,0.0872343156961,0.00634671372218,0.0092631993119,0.00871855676728,0.0709376212387,0.0253924203882,0.000264377122908,0.0100312370477,0.0866126032211,0.0582480081055,0.0100767897397
Anemia,0.0566125088508,0.00625403608448,0.0186942930974,0.0038330887008,0.0337113929586,0.00541206339587,0.462869476095,0.0237589413464,0.0075848027182,0.0119781076118,0.00684220800836,0.0315801088747,0.0285978510426,0.0613329965586,0.0260578241161,0.0965151146114,0.0795869723402,0.0387782135891
Anorexia,0.0811720942971,0.0691096395558,0.0454950080761,0.0268479287901,0.0210960462145,0.0136524729471,0.0,0.490386065747,0.00292608123807,0.0442458812543,2.19197362421e-05,0.0215681904882,0.0102126872703,0.00506190398868,0.00690202779719,0.0692547831002,0.0300588110547,0.0619884584439
Diarrhea,0.0433821827197,0.0293808950388,0.0232149210826,0.0157357532643,0.0327644073237,0.0207030561969,0.00869306255674,0.0131157177711,0.460935821572,0.0267388937237,0.00706478666994,0.0394148781367,0.0280029322459,0.0173524581207,0.0101563173173,0.086159905431,0.0803851408189,0.0567988700102
Leg pain / numbness,0.0582926315434,0.0312397923279,0.0482671589343,0.044543756146,0.0389071527054,0.0349792376671,0.00240094534545,0.0226892583739,0.0100066903422,0.351538207672,0.00504074226171,0.058830611951,0.0554109225551,0.00363243945587,0.0144323119199,0.121821820144,0.0633277054235,0.0346386152312
Night sweats,0.126415416347,0.132698455135,0.0436556666128,1.14710074548e-05,0.000369642278732,0.0,0.0,0.000635723026046,0.00184363108553,0.000289076822156,0.257483176316,0.0577601702176,1.30887137063e-05,0.0,0.0571961021743,0.265632210881,0.0174140447001,0.0385821246822
Peripheral neuropathy,0.0437728330576,0.0219491213681,0.0338174000777,0.0248646869087,0.0515234675305,0.0279337614457,0.0048561957855,0.0132406273774,0.00860867422624,0.111650965174,0.00726786941323,0.0485449863925,0.349877230414,0.00850362423114,0.0188172798755,0.125561289351,0.0584001683041,0.0408098190673
Vomiting,0.0259438193983,0.0153000876049,0.0553321242941,0.00884797108005,0.0,0.00149670245498,0.0036007655462,0.0065717272113,0.0438080090125,0.0192312902948,0.0021176068651,0.0641474201946,0.0212815529002,0.505741750233,0.0119204560197,0.125382102259,0.0522144090162,0.0370622056151
Weight loss / Failure to thrive / malnutrition,0.166700870688,0.0588853190883,0.0140349464446,0.0160397946445,0.00532171146984,0.00954657596741,0.0034835440996,0.0,0.00208092032712,0.0136047428973,0.0468823111339,0.0390536284038,0.0161530148621,0.00331718319099,0.452375489665,0.112407030722,0.0221976881722,0.0179152282238
Other symptom,0.0868592869678,0.0396780345005,0.0583679507213,0.0477984946043,0.0242122878654,0.0199772615923,0.00267536723646,0.0276652688549,0.0190815549995,0.0379040122514,0.00672195295502,0.395115638992,0.0200810315218,0.0171231071665,0.0182988001514,0.102466280194,0.0445732430107,0.0314004264147
No symptoms,0.0687755098971,0.0545906583649,0.0602300056298,0.061052386237,0.0464288503852,0.0321432491554,0.00269608958058,0.0384280879477,0.00675282666746,0.0399114124341,0.00721416420215,0.0403027238484,0.0206177087267,0.00654744611413,0.0153685001717,0.244055083926,0.10858848009,0.146296816622

CondensedNearestNeighbour0.3_symptoms.csv
Cough,0.163750172398,0.0454183175146,0.0470277475565,0.023637479278,0.0205411176979,0.020151817788,0.0189480138656,0.0256968778937,0.02553466357,0.0132701294418,0.0786849640796,0.0547830183355,0.0286752022773,0.0083349029723,0.0865155296683,0.220815032942,0.0668559946726,0.0513590180488
Fever,0.109344598522,0.227967676516,0.0498681031711,0.0224778483658,0.0119067166431,0.0281498700795,0.00406369626146,0.0223818506333,0.00737303288203,0.0210222466472,0.125893200536,0.0502282503904,0.0210760432447,0.0324055804859,0.0583011114168,0.108795273879,0.0534093167508,0.045335583575
Abdominal pain,0.0303947395528,0.0340443190137,0.293083085941,0.0563714536605,0.0965957721104,0.0527950694727,0.0226434269091,0.0839240728183,0.00616171284937,0.00940873357201,0.000381021657617,0.0739297518516,0.0263680634791,0.0109424224655,0.0207644555284,0.107532996665,0.0344937365028,0.04016516595
Skin rash,0.0548307944153,0.0311209640292,0.0587323272982,0.344607859029,0.0697299006359,0.0408138535526,0.000528036657469,0.0274271843256,0.0136410886106,0.0388961962031,0.00970469077326,0.0311072873044,0.0426845492208,0.0202960542254,0.0092573215462,0.122396184145,0.0563259765651,0.0278997314623
Lipodystrophy,0.0959760441975,0.0680608433922,0.0012616252252,0.0989383394759,0.0990878602599,0.24295017661,0.000845206471867,0.0391734424946,0.0120530513738,0.000132828440768,0.0043853820598,0.0240177993577,0.0220215018143,0.0108426842684,0.046807109467,0.17493488715,0.0321036122572,0.0264076056842
Anemia,0.0237861477127,0.013070050932,0.0456968396735,0.013200482037,0.000957127036861,0.0046554053081,0.610055000454,0.0157593957594,0.000812107788852,0.0120805480744,0.00912863419897,0.0145964373527,0.0301749266326,0.00717158408306,0.00729826636452,0.15038237975,0.026963787211,0.0142108796302
Anorexia,0.0256747826499,0.110210894039,0.0683835050172,0.0814821265167,0.0750993377483,0.05686234752,0.0202631578947,0.304071314567,0.0,0.009625,0.0252433334218,0.00328125,0.0498313220315,0.048700584151,0.00033490796177,0.0701755319761,0.0427615347759,0.00799906972945
Diarrhea,0.0535814382035,0.00325870439793,0.0257769238374,0.0637527995016,0.0108269775697,0.0415664771033,0.0,0.0454912239301,0.447418436595,0.0137254901961,0.0128564121448,0.0301488774346,0.0272275586132,0.0253040818914,0.00546671515195,0.0925518814698,0.0570914387499,0.0439545632097
Leg pain / numbness,0.0432138368315,0.0702963007394,0.0519744998591,0.0311443574973,0.0289909134454,0.0435554495817,0.00311465048666,0.00671243325706,0.00393448617026,0.374958506802,0.0100973528481,0.0146539750355,0.0408905875738,0.0152550557471,0.00981411820827,0.140998258314,0.0660176198684,0.0443775977342
Night sweats,0.138402969429,0.0321689333555,0.00141428096298,0.00444906731897,0.0,0.000130950293097,0.000448775906344,0.0223231734938,0.00224252491694,0.00156250021434,0.443688821851,0.00347622920174,0.000771325300459,0.0,0.0826834839911,0.182578530399,0.0490728713217,0.0345855620434
Peripheral neuropathy,0.0549817660738,0.041582881787,0.0531859956163,0.0330601619669,0.00591457364123,0.0310055464756,0.00805669310698,0.0205673072705,0.0355030952561,0.0551597401231,0.00397218821444,0.0513092294785,0.328790050005,0.0141658805675,0.0136095216725,0.16036102119,0.0339416905419,0.0548326570127
Vomiting,0.0197937841067,0.0232545652089,0.00407720138027,0.0710509335407,0.0189307510588,0.000422986541337,0.0239937136794,0.0109943423741,0.0446630159925,0.0366021668318,0.00120731583591,0.048888896273,0.0403185897122,0.347622548159,0.00867745592982,0.12929254457,0.121612785637,0.0485964031688
Weight loss / Failure to thrive / malnutrition,0.0825226304242,0.078498153509,0.0207709239215,0.0176102412949,0.0030339440874,0.0131252634473,0.017484296986,0.00414835601554,0.00212973911826,0.00361386946852,0.147420693221,0.0124605134634,0.00416466051177,0.00279281547694,0.344823576098,0.161956524335,0.0477149316874,0.0357288669339
Other symptom,0.0483221769542,0.0590250325877,0.0426886868123,0.0255099147891,0.0103529306564,0.0325057332438,0.0302600749375,0.00539055987262,0.0309365521816,0.0448780399372,0.0456819191757,0.2751701476,0.0461516163749,0.02927049156,0.0158871069733,0.144928316261,0.0694579073147,0.0435827927679
No symptoms,0.0643097533206,0.0554794147326,0.0391456962178,0.0343852150973,0.0636528051542,0.0291058196314,0.0036630415361,0.0164749501196,0.0185118044196,0.0562627282485,0.0343205011105,0.0303990782078,0.0166439270072,0.0100563697072,0.0363981266933,0.254628227631,0.122274617054,0.114287924111

TomekLinks_0.3_symptoms.csv
Cough,0.243889981041,0.0221165922972,0.0673764106481,0.0845109242589,0.0997380877131,0.0974151350863,0.00144206745855,0.0455682315629,0.00479941831594,0.016435148259,0.0778879254135,0.0692939835838,0.0174834930003,0.00383772739321,0.050057690995,0.0622459311962,0.0216681469867,0.0142331047907
Fever,0.0864244273071,0.310151438818,0.0424008439178,0.0278420595865,0.0145383219378,0.0331564785933,0.00652385458743,0.0203564963538,0.0197469278746,0.0274642713127,0.0402233599883,0.065496682089,0.025917669507,0.0209260675851,0.0183775076986,0.122343209336,0.076587507656,0.0415228758511
Abdominal pain,0.0602112763474,0.0392708395168,0.323272338448,0.0360561342533,0.0921279872246,0.0573957681308,0.0119917536351,0.0324233970029,0.0275493178607,0.0201784105182,0.0271535990754,0.0438473353652,0.0203230602047,0.00803337765268,0.0218344234356,0.110686906637,0.0387150712277,0.0289290034644
Skin rash,0.0772314218796,0.0532665032586,0.081749020707,0.325588819622,0.102805095191,0.0410797966574,0.00115063839766,0.135551694614,0.00333131432684,0.0192516447126,0.00388777856547,0.0145484022769,0.0112717069071,0.00227073213195,0.00614402971104,0.0604781361261,0.0345480587447,0.0258452061703
Lipodystrophy,0.0468481307954,0.024240078568,0.0152505593042,0.0142105262912,0.159464270225,0.401845539188,0.0,0.0590158133299,0.00569896603659,0.0197902499861,0.000618980398956,0.0665178975708,0.0296669194986,0.000449739863067,0.00874887862683,0.0937484873638,0.0462956553551,0.00758930759878
Anemia,0.0568534382546,0.00409568127819,0.0122026470169,0.0255363930026,0.000625087650609,0.000255263341611,0.541376314446,0.000907851556302,0.0,0.0112245370123,0.0143325514077,0.0277547335091,0.0346348384074,0.034020734203,0.0154491916165,0.108961146446,0.0865255454734,0.0252440453781
Anorexia,0.0381943088505,0.0354233760876,0.0480572914392,0.00901679769797,0.0184269333457,0.0134448941525,0.000677461997287,0.54939369493,0.00013345898967,0.00715290642375,0.00611248653638,0.0277330045762,0.0145481325164,0.0134219816456,0.00495940943479,0.151211719298,0.0304675047544,0.0316246373239
Diarrhea,0.0549241957091,0.0400529135987,0.0507027535554,0.0138432271002,0.0271611306767,0.0673107566589,0.00426866375414,0.0253548407094,0.312610344462,0.0300606440779,0.000313555765922,0.0673638523785,0.0252065747289,0.02273447812,0.00511824464826,0.129073457348,0.0869112844178,0.0369890822901
Leg pain / numbness,0.113074022232,0.0325078871153,0.0380232396471,0.0383818977356,0.0158059365633,0.0325929590123,0.00312423924524,0.0192574416072,0.00996038965388,0.326777173673,0.00670082338933,0.0647456238624,0.0679226927952,0.00608327168346,0.0127972485352,0.138341123555,0.0360348581916,0.0378691715034
Night sweats,0.167018721078,0.125359157767,0.01935472719,0.000670037387779,0.00023906036641,0.0011864283998,0.0,0.000197438444421,1.07118542243e-05,0.0,0.27894007412,0.00429826000102,0.0263466868651,4.38855797253e-05,0.0684393107752,0.153833841404,0.0744733737409,0.0795882850262
Peripheral neuropathy,0.0505213343469,0.0248545392842,0.0669708591525,0.0127664434999,0.0391307705191,0.0631973366686,0.00637548709026,0.0251564422743,0.00870711546422,0.112221776713,0.00214446095126,0.0536222433622,0.308548044534,0.0182178388635,0.0284486393822,0.0980192316917,0.050240753549,0.0308566826531
Vomiting,0.106755336602,0.0277435422018,0.0185089196587,0.0174935259298,0.000565052342032,0.0213294684029,0.0199648654271,0.0321475323219,0.0531995650272,0.0324814837426,0.00966876121867,0.0585740184489,0.0120087223235,0.337110575631,0.00395720103198,0.147717814688,0.0576253635778,0.043148251423
Weight loss / Failure to thrive / malnutrition,0.189677812207,0.045755144131,0.00215384448616,0.0159617001952,0.0364199608826,0.0177788535758,6.87715463043e-05,0.00635491341803,0.000516631235611,0.00899336317727,0.122699001903,0.0428023621503,0.0131085772774,0.000715377800992,0.37830850028,0.077725318489,0.0215937716295,0.0193660956143
Other symptom,0.0910519661497,0.0606973745553,0.0647973749888,0.0847038249609,0.0264897180418,0.0295621139248,0.0058846513422,0.0190091408211,0.015454642514,0.0371833736719,0.00644996844616,0.290534429002,0.0218889285494,0.0186292265123,0.0361537916591,0.119591899505,0.0419705314464,0.0299470439086
No symptoms,0.0824520621638,0.0639156300136,0.0572035533478,0.0483047149264,0.0370496208032,0.0489601860097,0.00255085898749,0.0406894836689,0.00665029769079,0.0489786543347,0.0147762467337,0.0260433066983,0.0280640589014,0.00740307732225,0.0195242323383,0.270072224144,0.0873769838615,0.109984808054

NM_ADJ_Over_symptoms.csv
Cough,0.176853589113,0.0436599521716,0.0282904549965,0.0332071719078,0.0059325302969,0.00597509728501,0.0360165034458,0.00965365889478,0.0124737465637,0.0121363864252,0.112296676485,0.0374618695776,0.0264746105653,0.0109616366625,0.070428219278,0.188215906032,0.158878143467,0.0310838468336
Fever,0.153199824825,0.201321351936,0.0323658766835,0.025260841749,0.0241738010983,0.0419226346262,0.00864350102265,0.0310279838427,0.0148760991133,0.022408425039,0.0869939845574,0.0392042430424,0.020853655244,0.0345044431619,0.0752357546599,0.100055497843,0.0615499827023,0.0264020988542
Abdominal pain,0.0608593257313,0.0468870866861,0.269190866767,0.0518059528596,0.0789615069227,0.0157986905602,0.0227282384416,0.0841816132493,0.043437747078,0.0302925411734,0.0417018632526,0.0382240713101,0.0314283041842,0.0105906075241,0.00703474949761,0.0979926070893,0.0516622697125,0.017221957961
Skin rash,0.0613422783147,0.0475479021334,0.0833210580798,0.157661547429,0.10010115944,0.100773793045,0.000223298252022,0.0412571672976,0.0101963471388,0.0131452506073,0.00429421414556,0.041570261924,0.0126979877144,0.00836616457395,0.00503849815015,0.138521514275,0.143354557575,0.0305869999034
Lipodystrophy,0.0582971417892,0.0423884364407,0.0350863438322,0.1595973356,0.0385627152691,0.38630157837,0.000823785704422,0.0944322691808,0.0127437684306,0.0177382348341,0.00503403286502,0.0120801125555,0.0282188394773,0.00116986069968,0.00395396522068,0.044800859272,0.0415785293129,0.0171921911457
Anemia,0.0100350724591,0.00704575476993,0.00410353911578,0.00489717404703,0.00339233640397,0.00682494303547,0.806622469083,0.00775252119307,0.00517960417329,0.00887810098452,0.000991144524744,0.0178355184475,0.0108765616523,0.0190243274182,0.00490317492957,0.0605147825998,0.00998777243806,0.0111352027245
Anorexia,0.091673769091,0.0865380824291,0.0737309871052,0.0122163979148,0.120182231247,0.0645888883177,0.0123068899141,0.400135024178,0.00565872512612,0.0214374147167,0.0109141654964,0.00679420951438,0.0124444767071,0.00757449032416,0.0135117797146,0.0385877553051,0.0134503467846,0.00825436611374
Diarrhea,0.0240100471664,0.0334702011473,0.0295972665543,0.0121711278562,0.00611717073232,0.0273128149407,0.0193422559319,0.0171654979916,0.605615682865,0.0159185005742,0.00282890240524,0.0266729273828,0.0182440854758,0.0313303241081,0.0049499624864,0.0571447716003,0.0293347244975,0.0387737362842
Leg pain / numbness,0.0313502381193,0.0422239545616,0.0410394265916,0.0276305962302,0.020873906924,0.0432863154997,0.00953449617102,0.0282733100149,0.0516491836867,0.371128619117,0.0087814371426,0.041728911662,0.0702219984266,0.0146862106144,0.0130105716813,0.11106753384,0.0442816538437,0.029231635873
Night sweats,0.14260319457,0.176919729954,0.00443798735256,0.00488682278949,0.0,0.0071666102202,0.00687889559662,0.00361291784474,0.00151590260322,0.0013102113532,0.470098706569,0.0175715698723,0.00688928206554,0.00601243694229,0.0625943139784,0.0357522523177,0.0176733577326,0.0340758082376
Peripheral neuropathy,0.026997845456,0.0278658453898,0.0142435643556,0.0348744949757,0.0145925745523,0.0287156396799,0.00638384508995,0.0535878001701,0.0239911262959,0.108257275687,0.00718752497337,0.0471459534222,0.394229752349,0.0422196970011,0.0081881958654,0.0836019326291,0.0435184618526,0.0343984702555
Vomiting,0.0113186980457,0.0229195667808,0.0183811110597,0.0123627538454,0.00469573596996,0.0070365938597,0.0150948052666,0.0478710242785,0.0400855485471,0.0113735385524,0.00388204028481,0.0442197693025,0.00612932036209,0.622903709489,0.0110970912632,0.0745929340089,0.02798533327,0.0180504258138
Weight loss / Failure to thrive / malnutrition,0.110376700535,0.129669634353,0.0124811169366,0.00899154145021,0.00147401850953,0.0124785235368,0.0212273408769,0.00303908211393,0.00411195480861,0.0132418750617,0.0884604891295,0.0320295741795,0.0243223537535,0.00675315119705,0.305835045274,0.148737835783,0.047540412938,0.0292293495622
Other symptom,0.054834101756,0.0657778749058,0.0656581601949,0.0227259424955,0.00448365875719,0.0218177226483,0.0103087947686,0.0287456936538,0.0500219886725,0.0399203179907,0.00881614594886,0.290655157531,0.0438616706914,0.0513842673662,0.0124746646368,0.129183278884,0.0701702904634,0.029160268635
No symptoms,0.042876870787,0.0396442813549,0.0304628964827,0.0414611102866,0.0106470959207,0.0305540803833,0.00461603739833,0.0252843899298,0.0139989401621,0.0218291905019,0.0420150390307,0.0364875020601,0.015296095393,0.0138561820831,0.0439323969105,0.268518490356,0.142141810512,0.176377590447

